threshold,recall,f2,f1,precision,accuracy,roc_auc,average_precision,brier,tp,tn,fp,fn,meets_min_recall
0.73,0.1563581506788535,0.17298592157709752,0.2058170774442238,0.3010422005808987,0.8769066434927446,0.6524730459703898,0.20383803148354168,0.22663342224390717,1762,95109,4091,9507,False
0.74,0.14349099298961754,0.1610525686739308,0.19726729291204098,0.3155121951219512,0.8808715567263214,0.6524730459703898,0.20383803148354168,0.22663342224390717,1617,95692,3508,9652,False
0.7499999999999999,0.13062383530038157,0.14840504899786264,0.1864825489326661,0.32580787959274016,0.8837411400483394,0.6524730459703898,0.20383803148354168,0.22663342224390717,1472,96154,3046,9797,False
0.7599999999999999,0.11979767503771409,0.13741576922293927,0.1763092595011101,0.3337453646477132,0.8858141197983145,0.6524730459703898,0.20383803148354168,0.22663342224390717,1350,96505,2695,9919,False
0.7699999999999999,0.1091489928121395,0.12638977373147825,0.1656342580123889,0.34328774769746023,0.8878237333550589,0.6524730459703898,0.20383803148354168,0.22663342224390717,1230,96847,2353,10039,False
0.7799999999999999,0.09743544236400746,0.1139098680388414,0.15261658211133505,0.35192307692307695,0.889625143705474,0.6524730459703898,0.20383803148354168,0.22663342224390717,1098,97178,2022,10171,False
0.7899999999999999,0.0855444138787825,0.1009635525764558,0.13837651618459773,0.36186186186186187,0.8913269786093836,0.6524730459703898,0.20383803148354168,0.22663342224390717,964,97500,1700,10305,False
0.7999999999999999,0.07303221226373237,0.08698501278880504,0.12192592592592592,0.36889287315105335,0.8926938779205026,0.6524730459703898,0.20383803148354168,0.22663342224390717,823,97792,1408,10446,False
0.8099999999999999,0.06131866181560032,0.07368465951502484,0.1056413392447638,0.38113623827909543,0.8940879341715775,0.6524730459703898,0.20383803148354168,0.22663342224390717,691,98078,1122,10578,False
0.82,0.049161416274736004,0.05962374617934479,0.0875820093273259,0.40086830680173663,0.8955091473626086,0.6524730459703898,0.20383803148354168,0.22663342224390717,554,98372,828,10715,False
